Match#,tweet_id,text,Tweet date,y_is_prediction,term_used_to_identify_prediction
21,1453354476832700000,"MATCH 21: #Namibia win the toss and elect to bowl first against #Scotland

#SCOvNAM #T20WorldCup https://t.co/IwhacenY7G",2021-10-27 13:34:43+00:00,0,
21,1453355919262280000,"#Scotland eye an improved performance while #Namibia look for a winning start. Join @ImZaheer, @joybhattacharj &amp; @gbhimani on Cricbuzz Live

#T20WorldCup #SCOvNAM #CricketTwitter https://t.co/j5t7hAy3jA",2021-10-27 13:40:27+00:00,0,
21,1453359025723210000,"Scotland's most-capped player and their leading run-scorer in T20Is, 'ultimate role-model' Richie Berrington steps into Kyle Coetzer's shoes to lead them tonight against Namibia.

#NAMvSCO | #T20WorldCup",2021-10-27 13:52:48+00:00,0,news
22,1453717088468660000,"Australia have won the toss and will bowl first.#AUSvSL
#T20WorldCup",2021-10-28 13:35:37+00:00,0,
22,1453718516498970000,"My #Prediction :

#Australia will win the match 100%

#AUSvSL
#T20WorldCup",2021-10-28 13:41:17+00:00,1,prediction
22,1453723052873680000,"Aaron Finch wins toss, Australia opt to field against Sri Lanka;

#T20WorldCup #AUSvSL https://t.co/Gk4KJIJ5wR",2021-10-28 13:59:19+00:00,0,
23,1453619144209820000,"#T20WorldCup: West Indies, Bangladesh face must-win situation against each other

READ: https://t.co/8cENU3wuPR

#WIvBAN #BANvWI https://t.co/QaHB3ZO7WH",2021-10-28 07:06:25+00:00,0,
23,1453680195144140000,"Head to head in last 5 games, Bangladesh leads 3-2

WI vs BAN Dream11 predictions: https://t.co/JVAXKX0IVZ

#Cricket #WorldCup #T20WorldCup #T20WorldCup21 #WIvBAN #WIvsBAN #WestIndies #Windies #Bangladesh #WI #BAN #Dream11 #Follow",2021-10-28 11:09:01+00:00,0,
23,1453964914389700000,"Prediction Time:-

Match No. 23

WI vs BAN

Winner:- WI

Prediction Result:- 14/22

#WestIndies #Bangladesh #WIvBAN #BANvWI #T20WorldCup #T20WorldCup21 https://t.co/JJcf3FRFTL",2021-10-29 06:00:23+00:00,1,"prediction
winner"
23,1454016795128430000,Both #Bangladesh and #WestIndies lost their first two games! They are now in the unofficial elimination zone! Loser in this game will have chances next to none to make it to the semi-finals! #T20WorldCup #BANvWI,2021-10-29 09:26:32+00:00,0,
23,1454018048663320000,"#T20WorldCup #WI vs #BNG

A big match for two struggling sides. #Bangladesh were expected to do better in conditions suitable them, but they have not gotten going. #WestIndies' title defence is on the brink. A must-win clash in Sharjah.

#WIvBAN blog: https://t.co/r1I4vDQ8W0 https://t.co/gpKGpj9Bpu",2021-10-29 09:31:31+00:00,0,
23,1454018721429610000,"It's a must-win game for both sides. Who will be knocked out of T20 World Cup 2021? 🤔

#WIvBAN #T20WorldCup #WestIndies https://t.co/y4EfIYYEC6",2021-10-29 09:34:12+00:00,0,
23,1454018756351440000,#Bangladesh have won the toss and elected to bowl first!!! #T20WorldCup #T20WorldCup2021 #CricketTwitter #BANvWI #WIvBAN,2021-10-29 09:34:20+00:00,0,
24,1453677677601330000,"#Pakistan will be up against their neighbors #Afghanistan tomorrow in Dubai as both teams are undefeated so far who will win this big game in Dubai?
#PAKvAFG
#TeamPakistan
#LiveTheGame
#T20WorldCup",2021-10-28 10:59:01+00:00,0,
24,1453803755032430000,"Can Pakistan make it 3 in 3 by defeating Afghanistan in their Super-12 match tomorrow?

Discuss at:

https://t.co/uLdMU01umf

#T20WorldCup #PAKvAFG https://t.co/vYnph6HGo5",2021-10-28 19:20:00+00:00,0,
24,1453980635488520000,"Head to head: Pakistan and Afghanistan have played only one T20I against each other - in 2013. Pakistan won that match by 6 wickets with only a ball to spare.
#AFGvPAK #AfgvsPak #Cricket #T20WorldCup #ICCT20WorldCup2021 #ICCT20WorldCup #PakistanCricket #Pakistan #Pak #PAKvAFG",2021-10-29 07:02:51+00:00,0,
24,1454012790495230000,"Pakistan eye a hat-trick of wins that will send it straight to the Semi-Finals, but in-form Afghanistan stand in the way

Afghanistan, with their fabulous net run rate, will replace Pakistan at the top of Group-2 with a win today

#PAKvAFG #T20WorldCup #AFGvPAK",2021-10-29 09:10:38+00:00,1,win
24,1454023431343700000,"Prediction Time

Match 11: Bangladesh v WestIndies
I'll go with West Indies

Matche 12: Afghanistan vs Pakistan
I'll go with Pakistan

#T20WorldCup #PAKvAFG",2021-10-29 09:52:55+00:00,1,prediction
24,1454043479215060000,"I believe In #Pakistan
And i Believe that they'll Win Quite Comfortably✌🏻
#Pakistan #T20WorldCup
#PAKvAFG #Afghanistan",2021-10-29 11:12:34+00:00,1,win
24,1454079542973310000,"Afghanistan has won the toss and have elected to bat first.

Afghanistan and Pakistan are both unchanged from their previous games.

#PAKvAFG #T20WorldCup",2021-10-29 13:35:53+00:00,0,
